recipe_name,diet,prep_time_mins,cook_time_mins,course,cuisine,translated_ingredients,url
Sweet Potato Kheer Recipe,Vegetarian,10,25,Dessert,North Indian Recipes,"1 Sweet Potato - skin removed and grated,1 cup Fresh coconut - grated,2 Cardamom (Elaichi) Pods/Seeds,1/2 cup Milk,2 tablespoon Sugar - or jaggery,2 tablespoon Sooji (Semolina/ Rava),10 Saffron strands,10 Cashew nuts - for garnish",https://www.archanaskitchen.com/sweet-potato-kheer-recipe
Niramish Aloo Dum Recipe,Vegetarian,15,30,Lunch,Indian,"6 Potatoes (Aloo),1 teaspoon Cumin seeds (Jeera),2 Dry Red Chillies,1 teaspoon Dry ginger powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,1 teaspoon Asafoetida (hing),Few Coriander (Dhania) Leaves - for garnishing",https://www.archanaskitchen.com/niramish-aloo-dum-recipe
Murgh Palak Recipe - Chicken In A Palak Gravy,Non Vegeterian,30,45,Side Dish,North Indian Recipes,"250 grams Spinach Leaves (Palak) - cleaned,Salt - a pinch,5 cloves Garlic,1/2 inch Ginger,2 Green Chillies,500 grams Chicken - medium pieces with the bone,1 tablespoon Sunflower Oil,2 tablespoons Curd (Dahi / Yogurt),1 Bay leaf (tej patta),3 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),4 cloves Garlic,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1 Onion - chopped,1 teaspoon Ginger Garlic Paste,1 Tomato - chopped,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),Salt - to taste,1/2 teaspoon Garam masala powder,1 tablespoon Butter,1/4 cup Fresh cream,1 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/4 teaspoon Methi Seeds (Fenugreek Seeds),1 tablespoon Ghee,1 teaspoon Cumin seeds (Jeera),2 cups Water,1 cup Chilled water",http://www.archanaskitchen.com/murgh-palak-recipe-chicken-in-a-palak-gravy
Kerala Style Tomato Fry Recipe,Vegetarian,10,20,Dinner,Kerala Recipes,"4 Tomatoes - chopped (big pieces),Sunflower Oil - as required,1 tablespoon Mustard seeds,3 Dry Red Chillies - torn into pieces,5 Curry leaves,2 Onions - thinly sliced,1 tablespoon Ginger Garlic Paste,2 Green Chillies - chopped,1/2 tablespoon Kashmiri Red Chilli Powder,1/2 tablespoon Turmeric powder (Haldi),Salt - to taste,2 tablespoons Coriander (Dhania) Leaves - finely chopped",http://www.archanaskitchen.com/kerala-tomato-fry-recipe
Mangalore Style Nurge Gashie Recipe-Spicy Drumstick Curry,Vegetarian,10,35,Lunch,Mangalorean,"4 Drumstick - cut them into 1-1/2 inch pieces,1 teaspoon Jaggery - powdered,1 Onion - finely chopped,Salt - to taste,4 Fresh Red chillies - adjust according to taste,3 tablespoons Coriander (Dhania) Seeds,1/2 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Black Urad Dal (Split),3/4 teaspoons Whole Black Peppercorns,1 teaspoon Cumin seeds (Jeera),1 tablespoon Tamarind Paste,4 Garlic,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Fresh coconut - grated,2 teaspoons Sesame (Gingelly) Oil,2 tablespoons Sunflower Oil,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Black Urad Dal (Split),1 sprig Curry leaves,Coriander (Dhania) Leaves - as required",https://www.archanaskitchen.com/mangalore-nurge-gashie-spicy-drumstick-curry-recipe
Chana Aur Aloo Ki Sookhi Sabzi (Recipe in Hindi),High Protein Vegetarian,10,20,Lunch,North Indian Recipes,"1 कप काबुली चन्ना - उबले हुए,3 आलू - उबले हुए,1 प्याज - बारीक कटे हुए,1 टमाटर - बारीक कटे हुए,1 हरी मिर्च - बारीक कटे हुए,1 बड़ा चमच्च अदरक लहसुन का पेस्ट,1 छोटा चमच्च लाल मिर्च पाउडर,1/2 छोटा चमच्च हल्दी पाउडर,2 छोटा चमच्च धनिया पाउडर,1 छोटा चमच्च गरम मसाला पाउडर,1 छोटा चमच्च अमचूर पाउडर,1 छोटा चमच्च जीरा,4 टहनी धनिया पाउडर - बारीक काट ले (गार्निश के लिए),1 इंच अदरक - पतले लम्बे काट ले (गार्निश के लिए),नमक - स्वाद अनुसार,1 बड़ा चमच्च तेल",http://www.archanaskitchen.com/chana-aur-aloo-ki-sookhi-sabzi-recipe-in-hindi
Kerala Chicken Curry Recipe - Nadan Kozhi Curry,Non Vegeterian,10,30,Main Course,Kerala Recipes,"500 grams Chicken - curry-cut with bones,2 teaspoons Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1-1/2 teaspoons Salt,2 Onions - thinly sliced,1 sprig Curry leaves,2 Green Chillies,1 inch Ginger - crushed or a coarse paste,6 cloves Garlic - crushed or a coarse paste,1 Tomato - chopped,2 tablespoon Red Chilli powder,1 tablespoon Coriander Powder (Dhania),1 teaspoon Turmeric powder (Haldi),1 tablespoon Fennel Powder,1 teaspoon Garam masala powder,1 cup Coconut milk - thick,Salt - as per your taste,2 tablespoons Coconut Oil",https://www.archanaskitchen.com/kerala-chicken-curry-recipe-nadan-kozhi-curry
Crispy & Spicy Paneer Starter Recipe,High Protein Vegetarian,60,40,Appetizer,Indian,"500 grams Paneer (Homemade Cottage Cheese),1 tablespoon Achari masala,1 tablespoon Lemon juice,Salt - to taste,12 Papads - (urad dal & pepper),1/2 cup Corn flour,Water - as required,Sunflower Oil - for frying,6 teaspoons Fennel seeds (Saunf),2 teaspoons Methi Seeds (Fenugreek Seeds),2 teaspoons Turmeric powder (Haldi),4 teaspoons Red Chilli powder,2 teaspoons Mustard seeds,2 teaspoons Kalonji (Onion Nigella Seeds),3 teaspoons Salt",http://www.archanaskitchen.com/crispy-spicy-paneer-starter-recipe
Prawn Cutlets With Sweet Potatoes Wedges Recipe,Non Vegeterian,10,60,Appetizer,Indian,"500 grams Prawns - big one,1 cup All Purpose Flour (Maida),2 tablespoons Corn flour,2 Whole Eggs,2 cups Whole Wheat Bread crumbs,Salt - as required,Black pepper powder - as required,Garlic powder - as required,Red Chilli powder - as required,4 Sweet Potatoes - cut into thin stripes,Extra Virgin Olive Oil - as required,1 teaspoon Paprika powder,Salt - as required,1/2 teaspoon Black pepper powder",https://www.archanaskitchen.com/prawn-cutlets-with-sweet-potatoes-wedges-recipe
Aloo Amritsari Recipe,Vegetarian,15,30,Lunch,Punjabi,"4 Potatoes (Aloo) - cut into wedges,1 teaspoon Ajwain (Carom seeds),2 Onion - sliced,2 inch Ginger - grated,2 cloves Garlic,2 Tomatoes - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Kashmiri Red Chilli Powder,4 sprig Coriander (Dhania) Leaves - finely chopped,Salt - to tase,Sunflower Oil - for cooking",http://www.archanaskitchen.com/aloo-amritsari-recipe
Carrot Pachadi With Coconut Recipe,Vegetarian,5,10,Side Dish,Tamil Nadu,"2 Carrots (Gajjar),3 tablespoons Fresh coconut - grated,1 Green Chilli,2 sprig Coriander (Dhania) Leaves - roughly chopped,500 ml Curd (Dahi / Yogurt),Salt - to taste,1 teaspoon Sunflower Oil,1/2 teaspoon Mustard seeds,1/4 teaspoon Black Urad Dal (Split),1/4 teaspoon Asafoetida (hing),1 sprig Curry leaves,1 Dry Red Chilli",https://www.archanaskitchen.com/carrot-pachadi-with-coconut-recipe
Kashmiri Paneer Gravy Recipe - Kashmiri Paneer Gravy Recipe,Vegetarian,10,15,Main Course,Kashmiri,"250 ग्राम पनीर - काट ले,5 टमाटर - प्यूरी बना ले,2 छोटे चम्मच सुखी कश्मीरी मिर्च,हींग - चुटकी भर,1/2 छोटा चम्मच जीरा,2 बड़े चम्मच सौंफ - पाउडर बना ले,1/2 छोटा चम्मच अदरक पाउडर,1/2 छोटा चम्मच हल्दी पाउडर,1 छोटा चम्मच गरम मसाला पाउडर,1 छोटा चम्मच घी,1 छोटा चम्मच तेज पत्ता,2 बड़ी इलाइची,4 इलाइची पाउडर,1 दालचीनी,5 बड़ा चम्मच सरसों का तेल - या कोई भी तेल,1/2 कप पानी",https://www.archanaskitchen.com/kashmiri-paneer-gravy-recipe-in-hindi
Crispy Pan Fried Pomfret Recipe,High Protein Non Vegetarian,15,10,Side Dish,Indian,"1 Pomfret fish - cut into 1 inch size pieces,2 tablespoons Sunflower Oil,1/2 Cup Sooji (Semolina/ Rava) - or breadcrumbs,1 teaspoon Salt - + Extra for pomfret pieces,5 sprig Coriander (Dhania) Leaves - chopped,1 teaspoon Fennel seeds (Saunf),3 Whole Black Peppercorns,3 Cloves (Laung),1/2 teaspoon Turmeric powder (Haldi),4 Dry Red Chillies,3 cloves Garlic,1 Inch Ginger,Tamarind - Marble size ball",https://www.archanaskitchen.com/crispy-pan-fried-pomfret-recipe
Chapor Ghonto Recipe (Bengali Mix Vegetable With Lentils Patties),Vegetarian,45,30,Lunch,Bengali Recipes,"1 cup Potato (Aloo) - peeled and cubed,1 cup Kaddu (Parangikai/ Pumpkin) - peeled and cubed,1/2 cup Brinjal (Baingan / Eggplant) - cubed,1 cup Ridge Gourd (Turai/ Peerkangai) - scraped and cubed,1/2 cup Taro root - peeled and cubed,1 cup Dried Yellow/White Peas (Vatana),1 tablespoon Ginger - grated,1 tablespoon Mustard seeds,1 tablespoon Poppy seeds,Fresh coconut - grated as required to garnish (optional),2 Bay leaves (tej patta),2 Dry Red Chillies,1 teaspoon Panch Phoran Masala,2 Green Chillies,1 teaspoon Turmeric powder (Haldi),Salt - to taste,Sugar - to taste,Mustard oil - as required to cook",https://www.archanaskitchen.com/chapor-ghonto-recipe-bengali-mix-vegetable-with-lentils-patties
Hariyali Egg Curry Recipe In Coriander and Mint Gravy,Eggetarian,15,20,Lunch,Indian,"4 अंडे - उबाल ले,1 दालचीनी - छोटी,1 तेज पत्ता,2 लॉन्ग,2 छोटे चम्मच धनिया पाउडर,1 छोटा चम्मच गरम मसाला पाउडर,1 बड़ा चम्मच तेल,2 बड़े चम्मच क्रीम,2 कप हरा धनिया - काट ले,1 कप पुदीना - काट ले,2 हरी मिर्च - काट ले,1 प्याज - काट ले,1 इंच अदरक - काट ले,4 कली लहसुन",https://www.archanaskitchen.com/hariyali-egg-curry-recipe-in-coriander-and-mint-gravy-in-hindi
Awadhi Style Chickpea Kofta Biryani Recipe,Vegetarian,20,45,Lunch,Awadhi,"2 Onion - finely chopped,4 Tomatoes - pureed,1 teaspoon Ginger - grated,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,3/4 teaspoon Garam masala powder,1/2 cup Curd (Dahi / Yogurt),1/2 cup Mint Leaves (Pudina) - chopped,2 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste,3/4 cup Kala Chana (Brown Chickpeas) - soaked for overnight,1 Onion,1 Green Chilli,2 tablespoons Coriander (Dhania) Leaves - chopped,3 cloves Garlic,Salt - to taste,Sunflower Oil - for cooking,1 1/2 cup Basmati rice,2 Cloves (Laung),2 Bay leaves (tej patta),2 Cinnamon Stick (Dalchini),2 Cardamom (Elaichi) Pods/Seeds,1 Mace (Javitri),Salt - to taste,Sunflower Oil - for cooking,1/4 cup Milk",http://www.archanaskitchen.com/awadhi-style-chickpea-kofta-biryani-recipe
Broccoli & Vegetable Coconut Curry Recipe,Diabetic Friendly,20,40,Side Dish,Mangalorean,"400 grams Broccoli - cut into florets,1 Red Bell pepper (Capsicum) - thinly sliced,1 Onion - chopped,4 Dry Red Chilli,1 teaspoon Methi Seeds (Fenugreek Seeds),1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Cumin seeds (Jeera),1 tablespoon Whole Black Peppercorns,Tamarind - lemon size,2 cups Fresh coconut - grated,3 cloves Garlic,1 teaspoon Turmeric powder (Haldi),Salt - to taste,Sunflower Oil - for cooking",https://www.archanaskitchen.com/broccoli-and-vegetable-curry-recipe
Murgh Aur Masoor Dal Recipe-Bombay Style Chicken with Dal,High Protein Non Vegetarian,10,45,Lunch,North Indian Recipes,"300 grams Chicken - with bone,1 cup Masoor Dal (Whole),2 Onions - sliced,1 Green Chilli - slit,1 inch Ginger - chopped,5 cloves Garlic - chopped,1 teaspoon Turmeric powder (Haldi),2 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder,2 teaspoon Garam masala powder,1 Lemon juice,Salt - to taste,Sunflower Oil",https://www.archanaskitchen.com/murghi-aur-masoor-dal-recipe-bombay-style-chicken-with-red-lentils
Arbi Masala Recipe with Arabic Masala Kasuri Methi,Vegetarian,15,20,Lunch,Indian,"250 ग्राम अरबी - उबली और गोलाकार काटी हुई,1/4 कप टमाटर,1 छोटा चमच्च अदरक - पेस्ट,1 छोटा चमच्च लहसुन - पेस्ट,1/4 प्याज - बारीक काटा हुआ,1 हरी मिर्च - बारीक कटी हुई,1/4 छोटा चमच्च अमचूर पाउडर,1/4 छोटा चमच्च धनिया पाउडर,1 छोटा चमच्च लाल मिर्च पाउडर,1 छोटा चमच्च गरम मसाला पाउडर,नमक - स्वाद अनुसार,अजवाइन - थोड़ी,हरा धनिया - थोड़ा (कटा हुआ),हींग - चुटकी भर,1 छोटा चमच्च कसूरी मेथी,2 बड़ा चमच्च तेल",https://www.archanaskitchen.com/arbi-masala-recipe-in-hindi
Tomato Methi Rice (Recipe),Vegetarian,10,20,Dinner,Indian,"4 कप चावल - पका ले,1 प्याज - पतला काट ले,1 इंच अदरक - कस ले,4 कली लहसुन - कस ले,3 टमाटर - बारीक काट ले,2 कप मेथी - काट ले,1 छोटा चमच्च लाल मिर्च पाउडर,2 छोटा चमच्च धनिया पाउडर,1 छोटा चमच्च गरम मसाला पाउडर,1 दाल चीनी,2 लॉन्ग,1 इलाइची,2 बड़े चमच्च घी,नमक - स्वाद अनुसार",http://www.archanaskitchen.com/tomato-methi-rice-recipe-in-hindi
Kollu Thogayal Recipe,Vegetarian,5,10,Side Dish,South Indian Recipes,"3 कुलीथ दाल,1 बड़ा चम्मच चना दाल,1 बड़ा चम्मच उरद दाल,1/4 कप नारियल - कस ले,2 सुखी लाल मिर्च - तोड़ ले,1 छोटा चम्मच तेल,1 छोटा चम्मच राइ,1 टहनी कढ़ी पत्ता,हींग - चुटकी भर,हल्दी पाउडर - चुटकी भर,नमक - स्वाद अनुसार,पानी - प्रयोग अनुसार",http://www.archanaskitchen.com/kollu-thogayal-recipe-horsegram-chutney-in-hindi
Peanut Raita Recipe - Boiled Peanut Raita Recipe,Vegetarian,10,0,Side Dish,Indian,"1-1/2 कप दही,1/3 कप पानी,नमक - स्वाद अनुसार,1 छोटा चम्मच काली मिर्च पाउडर,1 छोटा चम्मच जीरा पाउडर,1 कप मूंगफली,2 टहनी पुदीना - काट ले,2 टहनी हरा धनिया - काट ले",https://www.archanaskitchen.com/boiled-peanut-raita-recipe-in-hindi
Sikkim Style Steamed Chicken Momo Recipe,High Protein Non Vegetarian,40,10,Appetizer,North East India Recipes,"1-1/2 cups Whole Wheat Flour,1/2 cups All Purpose Flour (Maida),Water - as needed,450 grams Chicken - chopped or shredded finely,1/8 cup Portobello mushrooms - finely chopped,1/4 cup Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1/2 cup Onion - finely chopped,4 cloves Garlic - minced,5 Green Chillies - chopped,2 tablespoons Soy sauce,1 teaspoon Sugar,1 tablespoon Sunflower Oil,Salt - to taste",http://www.archanaskitchen.com/assamese-style-steamed-chicken-momo-recipe
Jhure Jhure Aloo Bhaja Recipe - Jhure Jhure Aloo Bhaja Recipe,Vegetarian,10,20,Snack,Bengali Recipes,"2 आलू,20 कढ़ी पत्ता,1/2 छोटा चम्मच लाल मिर्च पाउडर,तेल - प्रयोग अनुसार,नमक - स्वाद अनुसार",https://www.archanaskitchen.com/jhure-jhure-aloo-bhaja-recipe-in-hindi
Beetroot and Fig Chutney Recipe,Vegetarian,10,25,Side Dish,North Indian Recipes,"1 cup Figs - chopped, 1 teaspoon celery, 1 cup Chakundar - (beetroot), 1 teaspoon nutmeg, 2 teaspoons red chili powder, 4 cloves garlic - chopped, 3 green chillies - chopped",https://www.archanaskitchen.com/beetroot-and-fig-chutney-recipe-in-hindi
Kela Matar ki Sabzi Recipe - Raw Banana Green Peas Stir Fry,No Onion No Garlic (Sattvic),15,20,Lunch,North Indian Recipes,"2 Raw Banana,1/2 cup Green peas (Matar) - boiled,1/2 teaspoon Cumin seeds (Jeera),2 Green Chilli - slit,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),1 teaspoon Amchur (Dry Mango Powder),2 teaspoons Lemon,1 teaspoon Garam masala powder,1 tablespoon Sunflower Oil,2 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste",http://www.archanaskitchen.com/kela-matar-ki-sabzi-recipe-raw-banana-green-peas-stir-fry
Kongunadu Style Period Kujambu Recipe - Mushroom Curry,Vegetarian,10,30,Side Dish,Kongunadu,"500 grams Button mushrooms - quartered,1 Onion - chopped,1 Green Chilli - slit,1 sprig Curry leaves,1 teaspoon Mustard seeds,Salt - to taste,Sunflower Oil,2 tablespoon Coriander (Dhania) Seeds,3 Dry Red Chilli,1 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),1 teaspoon Cumin seeds (Jeera),1 teaspoon Fennel seeds (Saunf),1 teaspoon Whole Black Peppercorns,1 Onion - chopped,4 cloves Garlic,1 inch Ginger,4 tablespoon Fresh coconut - grated,2 tablespoons Garam masala powder",http://www.archanaskitchen.com/kongunadu-style-kalan-kauzhambu-recipe-mushroom-curry
Jain Style Paneer Makhani Recipe - Jain Style Paneer Makhani (Recipe In Hindi),No Onion No Garlic (Sattvic),20,30,Side Dish,North Indian Recipes,"250 ग्राम पनीर - काट ले,1 कप हरे मटर - भाप ले,2 टमाटर - उबालकर,1 शिमला मिर्च (लाल) - काट ले,1 हरी मिर्च,2 बड़े चमच्च घी - या मक्खन,नमक - स्वाद अनुसार,1/4 कप क्रीम - या हंग दही,1/4 कप दूध,1 छोटा चमच्च शक्कर,1 छोटा चमच्च लाल मिर्च पाउडर,1 छोटा चमच्च गरम मसाला पाउडर,2 बड़े चमच्च कसूरी मेथी,3 टहनी हरा धनिया - गार्निश के लिए",https://www.archanaskitchen.com/jain-style-paneer-makhani-recipe-in-hindi
